llm,topic,rarity,sentence,atomic_fact,human_label,method_a_pred,method_b_pred,method_c_pred,retrieved_evidence,method_a_confidence,method_b_confidence,method_c_confidence
PerplexityAI,Don Featherstone (artist),medium,"He was born on January 25, 1936, in Worcester, Massachusetts and died on June 22, 2015.","He was born on January 25, 1936.",1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"He was born on January 25, 1936, in Worcester, Massachusetts and died on June 22, 2015.",He was born in Worcester.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"He was born on January 25, 1936, in Worcester, Massachusetts and died on June 22, 2015.",Worcester is in Massachusetts.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"He was born on January 25, 1936, in Worcester, Massachusetts and died on June 22, 2015.","He died on June 22, 2015.",1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"Featherstone studied art at the Worcester Art Museum School and then went to work for Union Products in Leominster, Massachusetts.",Featherstone studied art.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"Featherstone studied art at the Worcester Art Museum School and then went to work for Union Products in Leominster, Massachusetts.",Featherstone studied at the Worcester Art Museum School.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"Featherstone studied art at the Worcester Art Museum School and then went to work for Union Products in Leominster, Massachusetts.",Featherstone went to work for Union Products.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"Featherstone studied art at the Worcester Art Museum School and then went to work for Union Products in Leominster, Massachusetts.",Union Products is in Leominster.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"Featherstone studied art at the Worcester Art Museum School and then went to work for Union Products in Leominster, Massachusetts.",Leominster is in Massachusetts.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"In 1957, he designed the first plastic pink flamingo lawn ornament which became an icon of American kitsch culture.",He designed the first plastic pink flamingo lawn ornament.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"In 1957, he designed the first plastic pink flamingo lawn ornament which became an icon of American kitsch culture.",The plastic pink flamingo lawn ornament became an icon of American kitsch culture.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"In 1957, he designed the first plastic pink flamingo lawn ornament which became an icon of American kitsch culture.",He designed the plastic pink flamingo lawn ornament in 1957.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"The flamingo became so popular that it was featured in movies and television shows such as ""Miami Vice"" and ""Donnie Darko"".",The flamingo became popular.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"The flamingo became so popular that it was featured in movies and television shows such as ""Miami Vice"" and ""Donnie Darko"".",The flamingo was featured in movies.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,"The flamingo became so popular that it was featured in movies and television shows such as ""Miami Vice"" and ""Donnie Darko"".",The flamingo was featured in television shows.,0,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,Featherstone won many awards for his work including the Ig Nobel Prize in Art in 1996.,Featherstone won many awards.,0,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,Featherstone won many awards for his work including the Ig Nobel Prize in Art in 1996.,Featherstone won awards for his work.,0,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,Featherstone won many awards for his work including the Ig Nobel Prize in Art in 1996.,Featherstone won the Ig Nobel Prize in Art.,1,,,,,,,
PerplexityAI,Don Featherstone (artist),medium,Featherstone won many awards for his work including the Ig Nobel Prize in Art in 1996.,Featherstone won the Ig Nobel Prize in 1996.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Sir Oliver Letwin PC FRSA is a British politician who served as the Member of Parliament (MP) for West Dorset from 1997 to 2019.,Sir Oliver Letwin PC FRSA is British.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Sir Oliver Letwin PC FRSA is a British politician who served as the Member of Parliament (MP) for West Dorset from 1997 to 2019.,Sir Oliver Letwin PC FRSA is a politician.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Sir Oliver Letwin PC FRSA is a British politician who served as the Member of Parliament (MP) for West Dorset from 1997 to 2019.,Sir Oliver LetwinPC FRSA  is a Member of Parliament (MP).,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Sir Oliver Letwin PC FRSA is a British politician who served as the Member of Parliament (MP) for West Dorset from 1997 to 2019.,Sir Oliver Letwin PC FRSA is an MP for West Dorset.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Sir Oliver Letwin PC FRSA is a British politician who served as the Member of Parliament (MP) for West Dorset from 1997 to 2019.,Sir Oliver Letwin PC FRSA became an MP in 1997.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Sir Oliver Letwin PC FRSA is a British politician who served as the Member of Parliament (MP) for West Dorset from 1997 to 2019.,Sir Oliver Letwin PC FRSA ceased to be an MP in 2019.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"He was elected as a member of the Conservative Party, but sat as an independent after having the whip removed in September 2019.",He was elected as a member of the Conservative Party.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"He was elected as a member of the Conservative Party, but sat as an independent after having the whip removed in September 2019.",He sat as an independent.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"He was elected as a member of the Conservative Party, but sat as an independent after having the whip removed in September 2019.",He had had the whip removed.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"He was elected as a member of the Conservative Party, but sat as an independent after having the whip removed in September 2019.",The whip was removed in September 2019.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Letwin was Shadow Chancellor of the Exchequer from 2003 to 2005 and Chairman of the Conservative Research Department from 1986 to 1987.,Letwin was Shadow Chancellor of the Exchequer.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Letwin was Shadow Chancellor of the Exchequer from 2003 to 2005 and Chairman of the Conservative Research Department from 1986 to 1987.,Letwin became Shadow Chancellor of the Exchequer in 2003.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Letwin was Shadow Chancellor of the Exchequer from 2003 to 2005 and Chairman of the Conservative Research Department from 1986 to 1987.,Letwin ceased to be Shadow Chancellor of the Exchequer in 2005.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Letwin was Shadow Chancellor of the Exchequer from 2003 to 2005 and Chairman of the Conservative Research Department from 1986 to 1987.,Letwin was Chairman of the Conservative Research Department.,0,,,,,,,
PerplexityAI,Oliver Letwin,medium,"Letwin was born on May 19, 1956, in London.","Letwin was born on May 19, 1956.",1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"Letwin was born on May 19, 1956, in London.",Letwin was born in London.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His parents were ""Jewish-American intellectuals from Chicago whose parents had fled"".",His parents were Jewish-American.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His parents were ""Jewish-American intellectuals from Chicago whose parents had fled"".",His parents were intellectuals.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His parents were ""Jewish-American intellectuals from Chicago whose parents had fled"".",His parents were from Chicago.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His parents were ""Jewish-American intellectuals from Chicago whose parents had fled"".",His parents' parents had fled.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His father, William Letwin, was an emeritus professor at the London School of Economics, and his mother, Shirley Robin Letwin, was a conservative academic.",His father was William Letwin.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His father, William Letwin, was an emeritus professor at the London School of Economics, and his mother, Shirley Robin Letwin, was a conservative academic.",William Letwin was an emeritus professor.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His father, William Letwin, was an emeritus professor at the London School of Economics, and his mother, Shirley Robin Letwin, was a conservative academic.",William Letwin was a professor at the London School of Economics.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His father, William Letwin, was an emeritus professor at the London School of Economics, and his mother, Shirley Robin Letwin, was a conservative academic.",His mother was Shirley Robin Letwin.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His father, William Letwin, was an emeritus professor at the London School of Economics, and his mother, Shirley Robin Letwin, was a conservative academic.",Shirley Robin Letwin was a conservative academic.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In addition to his political career, Letwin has authored several books.",Letwin has a political career.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In addition to his political career, Letwin has authored several books.",Letwin has authored several books.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In his book ""Privatising the World,"" he argued that privatization could be used to improve public services.",He wrote a book.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In his book ""Privatising the World,"" he argued that privatization could be used to improve public services.","The book was titled ""Privatising the World."".",1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In his book ""Privatising the World,"" he argued that privatization could be used to improve public services.",The book argued that privatization could be used to improve public services.,0,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In ""Hearts and Minds: The Battle for the Conservative Party from Thatcher to Cameron,"" he discussed how the Conservative Party could win elections by appealing to voters' emotions.",He discussed how the Conservative Party could win elections by appealing to voters' emotions.,0,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In ""Hearts and Minds: The Battle for the Conservative Party from Thatcher to Cameron,"" he discussed how the Conservative Party could win elections by appealing to voters' emotions.","The discussion was in ""Hearts and Minds: The Battle for the Conservative Party from Thatcher to Cameron"".",0,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In ""Hearts and Minds: The Battle for the Conservative Party from Thatcher to Cameron,"" he discussed how the Conservative Party could win elections by appealing to voters' emotions.","""Hearts and Minds: The Battle for the Conservative Party from Thatcher to Cameron"" is a book.",1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"In ""Hearts and Minds: The Battle for the Conservative Party from Thatcher to Cameron,"" he discussed how the Conservative Party could win elections by appealing to voters' emotions.","Letwin wrote ""Hearts and Minds: The Battle for the Conservative Party from Thatcher to Cameron"".",1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His most recent book is ""China vs America: A Warning,"" which discusses how China's rise poses a threat to Western democracies.","His most recent book is ""China vs America: A Warning."".",1,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His most recent book is ""China vs America: A Warning,"" which discusses how China's rise poses a threat to Western democracies.",The book discusses how China's rise poses a threat.,0,,,,,,,
PerplexityAI,Oliver Letwin,medium,"His most recent book is ""China vs America: A Warning,"" which discusses how China's rise poses a threat to Western democracies.",The threat posed by China is to Western democracies.,0,,,,,,,
PerplexityAI,Oliver Letwin,medium,Letwin has been awarded several honors throughout his career.,Letwin has been awarded several honors.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,Letwin has been awarded several honors throughout his career.,The honors were awarded throughout his career.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,He was appointed a Privy Counsellor in 2002 and made a Fellow of the Royal Society of Arts in 2004.,He was appointed a Privy Counsellor.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,He was appointed a Privy Counsellor in 2002 and made a Fellow of the Royal Society of Arts in 2004.,He was appointed in 2002.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,He was appointed a Privy Counsellor in 2002 and made a Fellow of the Royal Society of Arts in 2004.,He was made a Fellow of the Royal Society of Arts.,1,,,,,,,
PerplexityAI,Oliver Letwin,medium,He was appointed a Privy Counsellor in 2002 and made a Fellow of the Royal Society of Arts in 2004.,He was made a fellow in 2004.,0,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan, born Jo Tae-gyu on March 20, 1977, is a South Korean actor who began his career in musical theatre and later transitioned to television dramas and films.",Kang Ji-hwan is South Korean.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan, born Jo Tae-gyu on March 20, 1977, is a South Korean actor who began his career in musical theatre and later transitioned to television dramas and films.",Kang Ji-hwan is an actor.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan, born Jo Tae-gyu on March 20, 1977, is a South Korean actor who began his career in musical theatre and later transitioned to television dramas and films.",Kang Ji-hwan's birth name is Jo Tae-gyu.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan, born Jo Tae-gyu on March 20, 1977, is a South Korean actor who began his career in musical theatre and later transitioned to television dramas and films.","Kang Ji-hwan was born on March 20, 1977.",1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan, born Jo Tae-gyu on March 20, 1977, is a South Korean actor who began his career in musical theatre and later transitioned to television dramas and films.",He began his career in musical theatre.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan, born Jo Tae-gyu on March 20, 1977, is a South Korean actor who began his career in musical theatre and later transitioned to television dramas and films.",He later transitioned to television dramas.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan, born Jo Tae-gyu on March 20, 1977, is a South Korean actor who began his career in musical theatre and later transitioned to television dramas and films.",He later transitioned to films.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"He has starred in several popular television dramas such as Be Strong, Geum-soon!",He has starred in several television dramas.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"He has starred in several popular television dramas such as Be Strong, Geum-soon!",He has starred in popular television dramas.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"He has starred in several popular television dramas such as Be Strong, Geum-soon!","He has starred in Be Strong, Geum-soon!.",1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"He has starred in several popular television dramas such as Be Strong, Geum-soon!","Be Strong, Geum-soon! is a television drama.",1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).","Be Strong, Geum-soon! was released in 2005.",1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",He has starred in Capital Scandal.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Capital Scandal is a television drama.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Capital Scandal was released in 2007.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",He starred in Hong Gil-dong.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Hong Gil-dong is a television drama.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Hong Gil-dong was released in 2008.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",He starred in Lie to Me.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Lie to Me is a television drama.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Lie to Me was released in 2011.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",He starred in Incarnation of Money.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Incarnation of Money is a television drama.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Incarnation of Money was released in 2013.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",He starred in Big Man.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Big Man is a television drama.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Big Man was released in 2014.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",He starred in Children of a lesser God.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Children of a Lesser God is a television drama.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"(2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018).",Children of a Lesser God was released in 2018.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,Kang has also acted in the films Rough Cut (2008) and My Girlfriend Is an Agent (2009).,Kang has acted in Rough Cut.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,Kang has also acted in the films Rough Cut (2008) and My Girlfriend Is an Agent (2009).,Rough Cut is a film.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,Kang has also acted in the films Rough Cut (2008) and My Girlfriend Is an Agent (2009).,Rough Cut was released in 2008.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,Kang has also acted in the films Rough Cut (2008) and My Girlfriend Is an Agent (2009).,Kang has acted in My Girlfriend Is an Agent.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,Kang has also acted in the films Rough Cut (2008) and My Girlfriend Is an Agent (2009).,My Girlfriend Is an Agent is a film.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,Kang has also acted in the films Rough Cut (2008) and My Girlfriend Is an Agent (2009).,My Girlfriend Is an Agent was released in 2009.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan received his first acting award in 2006 for his role in the drama series Be Strong, Geum-soon!.",Kang Ji-hwan received an acting award.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan received his first acting award in 2006 for his role in the drama series Be Strong, Geum-soon!.",Kang Ji-hwan received the award in 2006.,0,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan received his first acting award in 2006 for his role in the drama series Be Strong, Geum-soon!.",It was his first acting award.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan received his first acting award in 2006 for his role in the drama series Be Strong, Geum-soon!.",Kang Ji-hwan received the award for his role in a drama series.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"Kang Ji-hwan received his first acting award in 2006 for his role in the drama series Be Strong, Geum-soon!.","The drama series was called Be Strong, Geum-soon!.",1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has since been nominated for several awards and won the Excellence Award for Actor in a Miniseries at the 2018 KBS Drama Awards for his role in Feel Good to Die.,He has been nominated for several awards.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has since been nominated for several awards and won the Excellence Award for Actor in a Miniseries at the 2018 KBS Drama Awards for his role in Feel Good to Die.,He won the Excellence Award for Actor in a Miniseries.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has since been nominated for several awards and won the Excellence Award for Actor in a Miniseries at the 2018 KBS Drama Awards for his role in Feel Good to Die.,He won the award at the KBS Drama Awards.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has since been nominated for several awards and won the Excellence Award for Actor in a Miniseries at the 2018 KBS Drama Awards for his role in Feel Good to Die.,He won the award in 2018.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has since been nominated for several awards and won the Excellence Award for Actor in a Miniseries at the 2018 KBS Drama Awards for his role in Feel Good to Die.,He won the award for his role in Feel Good to Die.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has since been nominated for several awards and won the Excellence Award for Actor in a Miniseries at the 2018 KBS Drama Awards for his role in Feel Good to Die.,Feel Good to Die was a drama.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"In addition to acting, Kang Ji-hwan is known for his philanthropic work.",Kang Ji-hwan is an actor.,1,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,"In addition to acting, Kang Ji-hwan is known for his philanthropic work.",Kang Ji-hwan is known for his philanthropic work.,0,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has donated money to various charities and organizations over the years.,He has donated money to various charities.,0,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has donated money to various charities and organizations over the years.,He has donated money to various organizations.,0,,,,,,,
PerplexityAI,Kang Ji-hwan,freq,He has donated money to various charities and organizations over the years.,He has donated money over the years.,0,,,,,,,
PerplexityAI,Julia Faye,medium,"Julia Faye Maloney, known professionally as Julia Faye, was an American actress of silent and sound films.",Julia Faye Maloney was an American.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Julia Faye Maloney, known professionally as Julia Faye, was an American actress of silent and sound films.",Julia Faye Maloney was an actress.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Julia Faye Maloney, known professionally as Julia Faye, was an American actress of silent and sound films.",Julia Faye Maloney was an actress of silent films.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Julia Faye Maloney, known professionally as Julia Faye, was an American actress of silent and sound films.",Julia Faye Maloney was an actress of sound films.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Julia Faye Maloney, known professionally as Julia Faye, was an American actress of silent and sound films.",Julia Faye Maloney is known professionally as Julia Faye.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"She was born on September 24, 1892, in Richmond, Virginia.","She was born on September 24, 1892.",1,,,,,,,
PerplexityAI,Julia Faye,medium,"She was born on September 24, 1892, in Richmond, Virginia.",She was born in Richmond.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"She was born on September 24, 1892, in Richmond, Virginia.",Richmond is in Virginia.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Her father worked for the Atchison, Topeka and Santa Fe Railway while her mother was from New Castle, Indiana.","Her father worked for the Atchison, Topeka and Santa Fe Railway.",1,,,,,,,
PerplexityAI,Julia Faye,medium,"Her father worked for the Atchison, Topeka and Santa Fe Railway while her mother was from New Castle, Indiana.",Her mother was from New Castle.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Her father worked for the Atchison, Topeka and Santa Fe Railway while her mother was from New Castle, Indiana.",New Castle is in Indiana.,1,,,,,,,
PerplexityAI,Julia Faye,medium,Faye appeared in more than 30 Cecil B. DeMille productions and played various roles ranging from maids and ingénues to vamps and queens.,Faye appeared in more than 30 productions by Cecil B. DeMille.,1,,,,,,,
PerplexityAI,Julia Faye,medium,Faye appeared in more than 30 Cecil B. DeMille productions and played various roles ranging from maids and ingénues to vamps and queens.,Faye played various roles.,1,,,,,,,
PerplexityAI,Julia Faye,medium,Faye appeared in more than 30 Cecil B. DeMille productions and played various roles ranging from maids and ingénues to vamps and queens.,Faye played roles as maids.,1,,,,,,,
PerplexityAI,Julia Faye,medium,Faye appeared in more than 30 Cecil B. DeMille productions and played various roles ranging from maids and ingénues to vamps and queens.,Faye played roles as ingénues.,1,,,,,,,
PerplexityAI,Julia Faye,medium,Faye appeared in more than 30 Cecil B. DeMille productions and played various roles ranging from maids and ingénues to vamps and queens.,Faye played roles as vamps.,1,,,,,,,
PerplexityAI,Julia Faye,medium,Faye appeared in more than 30 Cecil B. DeMille productions and played various roles ranging from maids and ingénues to vamps and queens.,Faye played roles as queens.,1,,,,,,,
PerplexityAI,Julia Faye,medium,She was married to Harold Leroy Wallick from 1913 until his death in 1918.,She was married to Harold Leroy Wallick.,1,,,,,,,
PerplexityAI,Julia Faye,medium,She was married to Harold Leroy Wallick from 1913 until his death in 1918.,She married Harold Leroy Wallick in 1913.,1,,,,,,,
PerplexityAI,Julia Faye,medium,She was married to Harold Leroy Wallick from 1913 until his death in 1918.,Harold Leroy Wallick died in 1918.,0,,,,,,,
PerplexityAI,Julia Faye,medium,She was married to Harold Leroy Wallick from 1913 until his death in 1918.,She was married to Harold Leroy Wallick when he died.,1,,,,,,,
PerplexityAI,Julia Faye,medium,Faye began her acting career in vaudeville before transitioning to film.,Faye began her acting career in vaudeville.,0,,,,,,,
PerplexityAI,Julia Faye,medium,Faye began her acting career in vaudeville before transitioning to film.,Faye later transitioned to film.,0,,,,,,,
PerplexityAI,Julia Faye,medium,"She made her film debut in the 1915 film ""The Warrens of Virginia"".",She made her film debut in The Warrens of Virginia.,0,,,,,,,
PerplexityAI,Julia Faye,medium,"Some of her notable films include ""The Ten Commandments"" (1923), ""The King of Kings"" (1927), and ""Cleopatra"" (1934).",One of her notable films is The Ten Commandments.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Some of her notable films include ""The Ten Commandments"" (1923), ""The King of Kings"" (1927), and ""Cleopatra"" (1934).",The Ten Commandments is a film.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Some of her notable films include ""The Ten Commandments"" (1923), ""The King of Kings"" (1927), and ""Cleopatra"" (1934).",The Ten Commandments was released in 1923.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Some of her notable films include ""The Ten Commandments"" (1923), ""The King of Kings"" (1927), and ""Cleopatra"" (1934).",One of her notable films is The King of Kings.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Some of her notable films include ""The Ten Commandments"" (1923), ""The King of Kings"" (1927), and ""Cleopatra"" (1934).",The King of Kings is a film.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Some of her notable films include ""The Ten Commandments"" (1923), ""The King of Kings"" (1927), and ""Cleopatra"" (1934).",The King of Kings was released in 1927.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Some of her notable films include ""The Ten Commandments"" (1923), ""The King of Kings"" (1927), and ""Cleopatra"" (1934).",One of her notable films is Cleopatra.,0,,,,,,,
PerplexityAI,Julia Faye,medium,"Faye continued to act in films until 1957 when she retired from acting after appearing in the film ""The Story of Mankind"".",Faye continued to act in films until she retired.,1,,,,,,,
PerplexityAI,Julia Faye,medium,"Faye continued to act in films until 1957 when she retired from acting after appearing in the film ""The Story of Mankind"".",She retired in 1957.,0,,,,,,,
PerplexityAI,Julia Faye,medium,"Faye continued to act in films until 1957 when she retired from acting after appearing in the film ""The Story of Mankind"".",She retired after appearing in The Story of Mankind.,0,,,,,,,
PerplexityAI,Julia Faye,medium,"Julia Faye died on April 6, 1966, at the age of 73 in Pacific Palisades, Los Angeles, California.","Julia Faye died on April 6, 1966.",1,,,,,,,
